BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,10000,60000,100000,HomeImp,Other,,1,1,100,1,10,,22040,miss yoj+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,,100,1,10,35,22040,miss derog+delinq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,,1,10,35,22040,miss derog+clage,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,,10,35,22040,miss derog+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,1,,35,22040,miss derog+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,1,10,,22040,miss derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,,1,10,35,22040,miss delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,,10,35,22040,miss delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,1,,35,22040,miss delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,1,10,,22040,miss delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,,10,35,22040,miss clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,1,,35,22040,miss clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,1,10,,22040,miss clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,100,,,35,22040,miss ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,100,,10,,22040,miss ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,100,1,,,22040,miss clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,1,100,1,10,35,22040,miss mortdue+value+yoj,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,1,100,1,10,35,22040,miss mortdue+value+derog,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,,100,1,10,35,22040,miss mortdue+value+delinq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,,1,10,35,22040,miss mortdue+value+clage,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,,10,35,22040,miss mortdue+value+ninq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,1,,35,22040,miss mortdue+value+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,1,10,,22040,miss mortdue+value+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,1,100,1,10,35,22040,miss mortdue+yoj+derog,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,,100,1,10,35,22040,miss mortdue+yoj+delinq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,,1,10,35,22040,miss mortdue+yoj+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,,10,35,22040,miss mortdue+yoj+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,1,,35,22040,miss mortdue+yoj+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,1,10,,22040,miss mortdue+yoj+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,,100,1,10,35,22040,miss mortdue+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,,1,10,35,22040,miss mortdue+derog+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,,10,35,22040,miss mortdue+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,1,,35,22040,miss mortdue+derog+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,1,10,,22040,miss mortdue+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,,1,10,35,22040,miss mortdue+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,,10,35,22040,miss mortdue+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,1,,35,22040,miss mortdue+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,1,10,,22040,miss mortdue+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,,10,35,22040,miss mortdue+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,1,,35,22040,miss mortdue+clage+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,1,10,,22040,miss mortdue+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,100,,,35,22040,miss mortdue+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,100,,10,,22040,miss mortdue+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,100,1,,,22040,miss mortdue+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,1,100,1,10,35,22040,miss value+yoj+derog,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,,100,1,10,35,22040,miss value+yoj+delinq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,,1,10,35,22040,miss value+yoj+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,,10,35,22040,miss value+yoj+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,1,,35,22040,miss value+yoj+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,1,10,,22040,miss value+yoj+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,,100,1,10,35,22040,miss value+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,,1,10,35,22040,miss value+derog+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,,10,35,22040,miss value+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,1,,35,22040,miss value+derog+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,1,10,,22040,miss value+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,,1,10,35,22040,miss value+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,,10,35,22040,miss value+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,1,,35,22040,miss value+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,1,10,,22040,miss value+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,,,10,35,22040,miss value+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,,1,,35,22040,miss value+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,,1,10,,22040,miss value+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,100,,,35,22040,miss value+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,100,,10,,22040,miss value+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,1,100,1,,,22040,miss value+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,,,100,1,10,35,22040,miss yoj+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,,1,,1,10,35,22040,miss yoj+derog+clage,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,,1,100,,10,35,22040,miss yoj+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,,1,100,1,,35,22040,miss yoj+derog+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,,1,100,1,10,,22040,miss yoj+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,,,1,10,35,22040,miss yoj+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,,100,,10,35,22040,miss yoj+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,,100,1,,35,22040,miss yoj+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,,100,1,10,,22040,miss yoj+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,,,10,35,22040,miss yoj+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,,1,,35,22040,miss yoj+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,,1,10,,22040,miss yoj+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,100,,,35,22040,miss yoj+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,100,,10,,22040,miss yoj+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,,1,1,100,1,,,22040,miss yoj+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,,,1,10,35,22040,miss derog+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,,100,,10,35,22040,miss derog+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,,100,1,,35,22040,miss derog+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,,100,1,10,,22040,miss derog+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,,,10,35,22040,miss derog+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,,1,,35,22040,miss derog+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,,1,10,,22040,miss derog+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,,,35,22040,miss derog+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,,10,,22040,miss derog+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,,1,100,1,,,22040,miss derog+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,,,10,35,22040,miss delinq+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,,1,,35,22040,miss delinq+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,,1,10,,22040,miss delinq+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,,,35,22040,miss delinq+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,,10,,22040,miss delinq+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,,100,1,,,22040,miss delinq+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,,,35,22040,miss clage+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,,10,,22040,miss clage+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,,1,,,22040,miss clage+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,100000,HomeImp,Other,5,1,1,100,,,,22040,miss ninq+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,,1,100,1,10,35,22040,miss mortdue+value+yoj+derog,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,,100,1,10,35,22040,miss mortdue+value+yoj+delinq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,1,,1,10,35,22040,miss mortdue+value+yoj+clage,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,1,100,,10,35,22040,miss mortdue+value+yoj+ninq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,1,100,1,,35,22040,miss mortdue+value+yoj+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,,1,1,100,1,10,,22040,miss mortdue+value+yoj+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,,100,1,10,35,22040,miss mortdue+value+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,1,,1,10,35,22040,miss mortdue+value+derog+clage,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,1,100,,10,35,22040,miss mortdue+value+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,1,100,1,,35,22040,miss mortdue+value+derog+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,,1,100,1,10,,22040,miss mortdue+value+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,,,1,10,35,22040,miss mortdue+value+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,,100,,10,35,22040,miss mortdue+value+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,,100,1,,35,22040,miss mortdue+value+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,,100,1,10,,22040,miss mortdue+value+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,,,10,35,22040,miss mortdue+value+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,,1,,35,22040,miss mortdue+value+clage+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,,1,10,,22040,miss mortdue+value+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,,,35,22040,miss mortdue+value+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,,10,,22040,miss mortdue+value+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,,HomeImp,Other,5,1,1,100,1,,,22040,miss mortdue+value+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,,100,1,10,35,22040,miss mortdue+yoj+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,1,,1,10,35,22040,miss mortdue+yoj+derog+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,1,100,,10,35,22040,miss mortdue+yoj+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,1,100,1,,35,22040,miss mortdue+yoj+derog+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,,1,100,1,10,,22040,miss mortdue+yoj+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,,,1,10,35,22040,miss mortdue+yoj+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,,100,,10,35,22040,miss mortdue+yoj+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,,100,1,,35,22040,miss mortdue+yoj+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,,100,1,10,,22040,miss mortdue+yoj+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,,,10,35,22040,miss mortdue+yoj+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,,1,,35,22040,miss mortdue+yoj+clage+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,,1,10,,22040,miss mortdue+yoj+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,,,35,22040,miss mortdue+yoj+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,,10,,22040,miss mortdue+yoj+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,,1,1,100,1,,,22040,miss mortdue+yoj+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,,,1,10,35,22040,miss mortdue+derog+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,,100,,10,35,22040,miss mortdue+derog+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,,100,1,,35,22040,miss mortdue+derog+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,,100,1,10,,22040,miss mortdue+derog+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,,,10,35,22040,miss mortdue+derog+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,,1,,35,22040,miss mortdue+derog+clage+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,,1,10,,22040,miss mortdue+derog+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,,,35,22040,miss mortdue+derog+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,,10,,22040,miss mortdue+derog+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,,1,100,1,,,22040,miss mortdue+derog+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,,,10,35,22040,miss mortdue+delinq+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,,1,,35,22040,miss mortdue+delinq+clage+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,,1,10,,22040,miss mortdue+delinq+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,,,35,22040,miss mortdue+delinq+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,,10,,22040,miss mortdue+delinq+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,,100,1,,,22040,miss mortdue+delinq+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,,,35,22040,miss mortdue+clage+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,,10,,22040,miss mortdue+clage+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,,1,,,22040,miss mortdue+clage+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,,100000,HomeImp,Other,5,1,1,100,,,,22040,miss mortdue+ninq+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,,100,1,10,35,22040,miss value+yoj+derog+delinq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,1,,1,10,35,22040,miss value+yoj+derog+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,1,100,,10,35,22040,miss value+yoj+derog+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,1,100,1,,35,22040,miss value+yoj+derog+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,,1,100,1,10,,22040,miss value+yoj+derog+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,,,1,10,35,22040,miss value+yoj+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,,100,,10,35,22040,miss value+yoj+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,,100,1,,35,22040,miss value+yoj+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,,100,1,10,,22040,miss value+yoj+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,,,10,35,22040,miss value+yoj+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,,1,,35,22040,miss value+yoj+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,,1,10,,22040,miss value+yoj+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,,,35,22040,miss value+yoj+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,,10,,22040,miss value+yoj+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,,1,1,100,1,,,22040,miss value+yoj+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,,,1,10,35,22040,miss value+derog+delinq+clage,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,,100,,10,35,22040,miss value+derog+delinq+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,,100,1,,35,22040,miss value+derog+delinq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,,100,1,10,,22040,miss value+derog+delinq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,,,10,35,22040,miss value+derog+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,,1,,35,22040,miss value+derog+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,,1,10,,22040,miss value+derog+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,,,35,22040,miss value+derog+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,,10,,22040,miss value+derog+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,,1,100,1,,,22040,miss value+derog+clno+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,,,10,35,22040,miss value+delinq+clage+ninq,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,,1,,35,22040,miss value+delinq+clage+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,,1,10,,22040,miss value+delinq+clage+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,,,35,22040,miss value+delinq+ninq+clno,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,,10,,22040,miss value+delinq+ninq+debtinc,New York,Middle Atlantic,Northeast
0,10000,60000,,HomeImp,Other,5,1,,100,1,,,22040,miss value+delinq+clno+debtinc,New York,Middle Atlantic,Northeast
